from,to,amount,asset,timestamp,hash
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,52.5,ETH,2026-12-28T11:00:00Z,0x00000000000000000000000000000000000000000000000000000000000000fb
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,53.5,USDT,2026-01-01T12:00:00Z,0x00000000000000000000000000000000000000000000000000000000000000fc
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,54.5,ETH,2026-02-02T13:00:00Z,0x00000000000000000000000000000000000000000000000000000000000000fd
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,55.5,ETH,2026-03-03T14:00:00Z,0x00000000000000000000000000000000000000000000000000000000000000fe
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,56.5,USDT,2026-04-04T15:00:00Z,0x00000000000000000000000000000000000000000000000000000000000000ff
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,57.5,ETH,2026-05-05T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000100
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,58.5,ETH,2026-06-06T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000101
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,59.5,USDT,2026-07-07T18:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000102
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,60.5,ETH,2026-08-08T19:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000103
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,61.5,ETH,2026-09-09T20:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000104
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,62.5,USDT,2026-10-10T21:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000105
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,63.5,ETH,2026-11-11T22:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000106
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,64.5,ETH,2026-12-12T23:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000107
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,65.5,USDT,2026-01-13T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000108
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,66.5,ETH,2026-02-14T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000109
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,67.5,ETH,2026-03-15T02:00:00Z,0x000000000000000000000000000000000000000000000000000000000000010a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,68.5,USDT,2026-04-16T03:00:00Z,0x000000000000000000000000000000000000000000000000000000000000010b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,69.5,ETH,2026-05-17T04:00:00Z,0x000000000000000000000000000000000000000000000000000000000000010c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,70.5,ETH,2026-06-18T05:00:00Z,0x000000000000000000000000000000000000000000000000000000000000010d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,71.5,USDT,2026-07-19T06:00:00Z,0x000000000000000000000000000000000000000000000000000000000000010e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,72.5,ETH,2026-08-20T07:00:00Z,0x000000000000000000000000000000000000000000000000000000000000010f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,73.5,ETH,2026-09-21T08:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000110
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,74.5,USDT,2026-10-22T09:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000111
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,75.5,ETH,2026-11-23T10:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000112
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,76.5,ETH,2026-12-24T11:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000113
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,77.5,USDT,2026-01-25T12:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000114
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,78.5,ETH,2026-02-26T13:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000115
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,79.5,ETH,2026-03-27T14:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000116
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,80.5,USDT,2026-04-28T15:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000117
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,81.5,ETH,2026-05-01T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000118
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,82.5,ETH,2026-06-02T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000119
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,83.5,USDT,2026-07-03T18:00:00Z,0x000000000000000000000000000000000000000000000000000000000000011a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,84.5,ETH,2026-08-04T19:00:00Z,0x000000000000000000000000000000000000000000000000000000000000011b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,85.5,ETH,2026-09-05T20:00:00Z,0x000000000000000000000000000000000000000000000000000000000000011c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,86.5,USDT,2026-10-06T21:00:00Z,0x000000000000000000000000000000000000000000000000000000000000011d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,87.5,ETH,2026-11-07T22:00:00Z,0x000000000000000000000000000000000000000000000000000000000000011e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,88.5,ETH,2026-12-08T23:00:00Z,0x000000000000000000000000000000000000000000000000000000000000011f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,89.5,USDT,2026-01-09T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000120
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,90.5,ETH,2026-02-10T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000121
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,91.5,ETH,2026-03-11T02:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000122
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,92.5,USDT,2026-04-12T03:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000123
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,93.5,ETH,2026-05-13T04:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000124
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,94.5,ETH,2026-06-14T05:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000125
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,95.5,USDT,2026-07-15T06:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000126
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,96.5,ETH,2026-08-16T07:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000127
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,97.5,ETH,2026-09-17T08:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000128
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,98.5,USDT,2026-10-18T09:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000129
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,99.5,ETH,2026-11-19T10:00:00Z,0x000000000000000000000000000000000000000000000000000000000000012a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,100.5,ETH,2026-12-20T11:00:00Z,0x000000000000000000000000000000000000000000000000000000000000012b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,1.5,USDT,2026-01-21T12:00:00Z,0x000000000000000000000000000000000000000000000000000000000000012c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,2.5,ETH,2026-02-22T13:00:00Z,0x000000000000000000000000000000000000000000000000000000000000012d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,3.5,ETH,2026-03-23T14:00:00Z,0x000000000000000000000000000000000000000000000000000000000000012e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,4.5,USDT,2026-04-24T15:00:00Z,0x000000000000000000000000000000000000000000000000000000000000012f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,5.5,ETH,2026-05-25T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000130
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,6.5,ETH,2026-06-26T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000131
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,7.5,USDT,2026-07-27T18:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000132
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,8.5,ETH,2026-08-28T19:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000133
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,9.5,ETH,2026-09-01T20:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000134
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,10.5,USDT,2026-10-02T21:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000135
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,11.5,ETH,2026-11-03T22:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000136
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,12.5,ETH,2026-12-04T23:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000137
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,13.5,USDT,2026-01-05T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000138
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,14.5,ETH,2026-02-06T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000139
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,15.5,ETH,2026-03-07T02:00:00Z,0x000000000000000000000000000000000000000000000000000000000000013a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,16.5,USDT,2026-04-08T03:00:00Z,0x000000000000000000000000000000000000000000000000000000000000013b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,17.5,ETH,2026-05-09T04:00:00Z,0x000000000000000000000000000000000000000000000000000000000000013c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,18.5,ETH,2026-06-10T05:00:00Z,0x000000000000000000000000000000000000000000000000000000000000013d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,19.5,USDT,2026-07-11T06:00:00Z,0x000000000000000000000000000000000000000000000000000000000000013e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,20.5,ETH,2026-08-12T07:00:00Z,0x000000000000000000000000000000000000000000000000000000000000013f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,21.5,ETH,2026-09-13T08:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000140
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,22.5,USDT,2026-10-14T09:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000141
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,23.5,ETH,2026-11-15T10:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000142
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,24.5,ETH,2026-12-16T11:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000143
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,25.5,USDT,2026-01-17T12:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000144
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,26.5,ETH,2026-02-18T13:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000145
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,27.5,ETH,2026-03-19T14:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000146
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,28.5,USDT,2026-04-20T15:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000147
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,29.5,ETH,2026-05-21T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000148
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,30.5,ETH,2026-06-22T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000149
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,31.5,USDT,2026-07-23T18:00:00Z,0x000000000000000000000000000000000000000000000000000000000000014a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,32.5,ETH,2026-08-24T19:00:00Z,0x000000000000000000000000000000000000000000000000000000000000014b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,33.5,ETH,2026-09-25T20:00:00Z,0x000000000000000000000000000000000000000000000000000000000000014c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,34.5,USDT,2026-10-26T21:00:00Z,0x000000000000000000000000000000000000000000000000000000000000014d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,35.5,ETH,2026-11-27T22:00:00Z,0x000000000000000000000000000000000000000000000000000000000000014e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,36.5,ETH,2026-12-28T23:00:00Z,0x000000000000000000000000000000000000000000000000000000000000014f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,37.5,USDT,2026-01-01T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000150
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,38.5,ETH,2026-02-02T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000151
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,39.5,ETH,2026-03-03T02:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000152
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,40.5,USDT,2026-04-04T03:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000153
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,41.5,ETH,2026-05-05T04:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000154
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,42.5,ETH,2026-06-06T05:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000155
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,43.5,USDT,2026-07-07T06:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000156
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,44.5,ETH,2026-08-08T07:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000157
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,45.5,ETH,2026-09-09T08:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000158
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,46.5,USDT,2026-10-10T09:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000159
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,47.5,ETH,2026-11-11T10:00:00Z,0x000000000000000000000000000000000000000000000000000000000000015a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,48.5,ETH,2026-12-12T11:00:00Z,0x000000000000000000000000000000000000000000000000000000000000015b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,49.5,USDT,2026-01-13T12:00:00Z,0x000000000000000000000000000000000000000000000000000000000000015c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,50.5,ETH,2026-02-14T13:00:00Z,0x000000000000000000000000000000000000000000000000000000000000015d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,51.5,ETH,2026-03-15T14:00:00Z,0x000000000000000000000000000000000000000000000000000000000000015e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,52.5,USDT,2026-04-16T15:00:00Z,0x000000000000000000000000000000000000000000000000000000000000015f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,53.5,ETH,2026-05-17T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000160
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,54.5,ETH,2026-06-18T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000161
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,55.5,USDT,2026-07-19T18:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000162
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,56.5,ETH,2026-08-20T19:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000163
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,57.5,ETH,2026-09-21T20:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000164
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,58.5,USDT,2026-10-22T21:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000165
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,59.5,ETH,2026-11-23T22:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000166
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,60.5,ETH,2026-12-24T23:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000167
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,61.5,USDT,2026-01-25T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000168
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,62.5,ETH,2026-02-26T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000169
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,63.5,ETH,2026-03-27T02:00:00Z,0x000000000000000000000000000000000000000000000000000000000000016a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,64.5,USDT,2026-04-28T03:00:00Z,0x000000000000000000000000000000000000000000000000000000000000016b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,65.5,ETH,2026-05-01T04:00:00Z,0x000000000000000000000000000000000000000000000000000000000000016c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,66.5,ETH,2026-06-02T05:00:00Z,0x000000000000000000000000000000000000000000000000000000000000016d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,67.5,USDT,2026-07-03T06:00:00Z,0x000000000000000000000000000000000000000000000000000000000000016e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,68.5,ETH,2026-08-04T07:00:00Z,0x000000000000000000000000000000000000000000000000000000000000016f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,69.5,ETH,2026-09-05T08:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000170
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,70.5,USDT,2026-10-06T09:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000171
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,71.5,ETH,2026-11-07T10:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000172
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,72.5,ETH,2026-12-08T11:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000173
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,73.5,USDT,2026-01-09T12:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000174
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,74.5,ETH,2026-02-10T13:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000175
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,75.5,ETH,2026-03-11T14:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000176
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,76.5,USDT,2026-04-12T15:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000177
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,77.5,ETH,2026-05-13T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000178
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,78.5,ETH,2026-06-14T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000179
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,79.5,USDT,2026-07-15T18:00:00Z,0x000000000000000000000000000000000000000000000000000000000000017a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,80.5,ETH,2026-08-16T19:00:00Z,0x000000000000000000000000000000000000000000000000000000000000017b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,81.5,ETH,2026-09-17T20:00:00Z,0x000000000000000000000000000000000000000000000000000000000000017c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,82.5,USDT,2026-10-18T21:00:00Z,0x000000000000000000000000000000000000000000000000000000000000017d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,83.5,ETH,2026-11-19T22:00:00Z,0x000000000000000000000000000000000000000000000000000000000000017e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,84.5,ETH,2026-12-20T23:00:00Z,0x000000000000000000000000000000000000000000000000000000000000017f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,85.5,USDT,2026-01-21T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000180
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,86.5,ETH,2026-02-22T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000181
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,87.5,ETH,2026-03-23T02:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000182
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,88.5,USDT,2026-04-24T03:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000183
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,89.5,ETH,2026-05-25T04:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000184
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,90.5,ETH,2026-06-26T05:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000185
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,91.5,USDT,2026-07-27T06:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000186
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,92.5,ETH,2026-08-28T07:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000187
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,93.5,ETH,2026-09-01T08:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000188
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,94.5,USDT,2026-10-02T09:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000189
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,95.5,ETH,2026-11-03T10:00:00Z,0x000000000000000000000000000000000000000000000000000000000000018a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,96.5,ETH,2026-12-04T11:00:00Z,0x000000000000000000000000000000000000000000000000000000000000018b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,97.5,USDT,2026-01-05T12:00:00Z,0x000000000000000000000000000000000000000000000000000000000000018c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,98.5,ETH,2026-02-06T13:00:00Z,0x000000000000000000000000000000000000000000000000000000000000018d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,99.5,ETH,2026-03-07T14:00:00Z,0x000000000000000000000000000000000000000000000000000000000000018e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,100.5,USDT,2026-04-08T15:00:00Z,0x000000000000000000000000000000000000000000000000000000000000018f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,1.5,ETH,2026-05-09T16:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000190
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,2.5,ETH,2026-06-10T17:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000191
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,3.5,USDT,2026-07-11T18:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000192
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,4.5,ETH,2026-08-12T19:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000193
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,5.5,ETH,2026-09-13T20:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000194
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,6.5,USDT,2026-10-14T21:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000195
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,7.5,ETH,2026-11-15T22:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000196
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,8.5,ETH,2026-12-16T23:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000197
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,9.5,USDT,2026-01-17T00:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000198
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,10.5,ETH,2026-02-18T01:00:00Z,0x0000000000000000000000000000000000000000000000000000000000000199
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,11.5,ETH,2026-03-19T02:00:00Z,0x000000000000000000000000000000000000000000000000000000000000019a
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,12.5,USDT,2026-04-20T03:00:00Z,0x000000000000000000000000000000000000000000000000000000000000019b
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,13.5,ETH,2026-05-21T04:00:00Z,0x000000000000000000000000000000000000000000000000000000000000019c
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,14.5,ETH,2026-06-22T05:00:00Z,0x000000000000000000000000000000000000000000000000000000000000019d
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,15.5,USDT,2026-07-23T06:00:00Z,0x000000000000000000000000000000000000000000000000000000000000019e
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,16.5,ETH,2026-08-24T07:00:00Z,0x000000000000000000000000000000000000000000000000000000000000019f
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,17.5,ETH,2026-09-25T08:00:00Z,0x00000000000000000000000000000000000000000000000000000000000001a0
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,18.5,USDT,2026-10-26T09:00:00Z,0x00000000000000000000000000000000000000000000000000000000000001a1
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,19.5,ETH,2026-11-27T10:00:00Z,0x00000000000000000000000000000000000000000000000000000000000001a2
0x1111111111111111111111111111111111111111,0x2222222222222222222222222222222222222222,20.5,ETH,2026-12-28T11:00:00Z,0x00000000000000000000000000000000000000000000000000000000000001a3
0x2222222222222222222222222222222222222222,0x1111111111111111111111111111111111111111,21.5,USDT,2026-01-01T12:00:00Z,0x00000000000000000000000000000000000000000000000000000000000001a4
